ID,Delivery_person_ID,Order_Date,Time_Orderd,Road_traffic_density,Type_of_order
0x24b2,COIMBRES07DEL01,6/4/2022,21:15,1,2
0x7dc8,CHENRES11DEL01,2/4/2022,0.75,3,2
0x4800,MUMRES12DEL01,4/3/2022,18:50,3,0
0xb983,HYDRES18DEL03,9/3/2022,20:35,1,2
0x6d1e,MYSRES09DEL03,19-03-2022,20:10,1,3
0x4f22,RANCHIRES09DEL02,4/4/2022,22:50,2,2
0x8c45,MUMRES07DEL01,10/3/2022,18:50,3,0
0xa5ed,RANCHIRES03DEL01,9/3/2022,8:10,2,3
0x580a,VADRES04DEL01,4/4/2022,17:25,3,0
0x1555,BANGRES07DEL01,5/3/2022,12:25,0,0
0xaa2e,INDORES05DEL01,29-03-2022,18:25,3,2
0xb58c,PUNERES14DEL02,11/3/2022,10:35,2,0
0x736e,SURRES05DEL01,16-03-2022,22:45,2,0
0x5325,CHENRES06DEL02,4/3/2022,0.75,3,0
0x31ff,VADRES20DEL02,23-03-2022,19:10,1,2
0x39e0,RANCHIRES04DEL01,21-03-2022,14:35,0,3
0x2bc6,INDORES12DEL02,9/3/2022,20:15,1,1
0x44c4,HYDRES14DEL03,11/3/2022,18:55,3,2
0x60d0,INDORES07DEL02,2/4/2022,19:25,1,2
0x814e,RANCHIRES010DEL02,1/4/2022,22:25,2,1
0x97e,COIMBRES20DEL03,8/3/2022,23:25,2,1
0x36a9,PUNERES12DEL02,28-03-2022,10:35,2,2
0x9834,CHENRES13DEL03,17-03-2022,21:35,1,1
0x4f7d,COIMBRES19DEL01,1/3/2022,10:10,2,1
0xb405,HYDRES20DEL01,18-03-2022,17:30,3,1
0xaa1e,JAPRES18DEL01,12/3/2022,18:30,3,3
0x4a42,HYDRES06DEL02,6/4/2022,17:15,3,3
0xe070,KOLRES08DEL02,14-02-2022,18:55,3,0
0x2eaf,JAPRES14DEL03,30-03-2022,17:35,3,3
0x88e6,COIMBRES19DEL01,25-03-2022,17:10,3,2
0x717f,COIMBRES02DEL02,4/3/2022,17:15,3,1
0xaa90,CHENRES19DEL02,19-03-2022,0.458333333,2,2
0xb9a9,COIMBRES13DEL01,20-03-2022,19:50,1,0
0x27ba,MUMRES12DEL02,2/4/2022,19:30,1,1
0x20e6,HYDRES010DEL02,26-03-2022,9:35,2,2
0x6ec7,JAPRES13DEL01,3/4/2022,12:20,0,0
0xd632,KNPRES010DEL01,13-02-2022,12:15,0,2
0x9ddb,SURRES05DEL03,17-03-2022,23:20,2,0
0x1a3b,MUMRES11DEL01,1/4/2022,16:25,3,2
0x8089,MUMRES08DEL01,3/3/2022,11:15,0,3
0xdcf0,DEHRES20DEL01,11/2/2022,8:50,2,3
0x9cdb,SURRES07DEL02,21-03-2022,8:20,2,2
0xb825,MYSRES20DEL02,17-03-2022,17:50,3,1
0x9ae8,MYSRES16DEL01,24-03-2022,8:50,2,1
0x6437,RANCHIRES17DEL02,26-03-2022,0.458333333,2,2
0x9f78,VADRES03DEL01,9/3/2022,8:50,2,1
0xda10,KOCRES08DEL01,11/2/2022,9:45,2,2
0x980d,HYDRES12DEL01,31-03-2022,17:25,3,3
0x97a,INDORES08DEL01,4/4/2022,19:20,1,3
0x882e,PUNERES04DEL01,4/4/2022,22:40,2,0
0x78de,VADRES12DEL03,25-03-2022,22:25,2,2
0x8b5d,SURRES03DEL01,11/3/2022,13:40,0,1
0x2fa0,BANGRES11DEL01,20-03-2022,23:35,2,1
0x83cb,MYSRES15DEL03,28-03-2022,18:50,3,3
0x253a,RANCHIRES19DEL02,29-03-2022,18:45,3,3
0x4633,MYSRES18DEL02,20-03-2022,19:35,1,1
0xa885,BANGRES12DEL01,14-03-2022,23:25,2,1
0x7b02,MUMRES04DEL01,6/3/2022,18:25,3,3
0x89f4,INDORES010DEL02,4/4/2022,17:25,3,3
0x38a8,VADRES19DEL03,30-03-2022,17:40,3,2
0x4b5e,RANCHIRES05DEL01,25-03-2022,22:35,2,0
0xaf9e,MUMRES15DEL02,29-03-2022,18:20,3,3
0xc0c,HYDRES15DEL01,5/4/2022,9:45,2,1
0x90ca,SURRES12DEL01,4/4/2022,1,2,3
0x7aec,RANCHIRES15DEL01,24-03-2022,10:50,2,3
0x3a36,RANCHIRES19DEL02,18-03-2022,19:35,1,3
0x6f4d,BANGRES02DEL03,15-03-2022,23:35,2,2
0x3d39,CHENRES12DEL03,14-03-2022,23:20,2,1
0x3978,HYDRES13DEL02,25-03-2022,17:20,3,2
0x643b,BANGRES17DEL01,15-03-2022,14:20,0,2
0xcf81,KOLRES20DEL03,13-02-2022,20:35,1,0
0xc8de,DEHRES20DEL02,17-02-2022,23:25,2,0
0x469a,COIMBRES20DEL02,15-03-2022,17:30,3,3
0xc9db,KNPRES02DEL02,12/2/2022,22:30,2,2
0xcfa0,KNPRES13DEL03,14-02-2022,17:50,3,3
0x5b55,JAPRES17DEL03,5/4/2022,23:10,2,1
0x3403,HYDRES20DEL03,1/3/2022,0.791666667,3,0
0xd19c,ALHRES19DEL01,18-02-2022,17:55,3,1
0x7779,SURRES04DEL02,2/4/2022,1,2,0
0x5608,INDORES04DEL01,19-03-2022,16:50,3,0
0x9856,SURRES15DEL01,1/3/2022,14:15,0,3
0xd4f0,KOLRES07DEL03,13-02-2022,17:35,3,2
0x3293,CHENRES08DEL01,20-03-2022,19:40,1,0
0x84c0,JAPRES08DEL03,24-03-2022,17:50,3,1
0x87db,MUMRES03DEL01,25-03-2022,0.833333333,1,2
0x5535,CHENRES15DEL01,20-03-2022,17:30,3,3
0x4d1b,INDORES16DEL03,21-03-2022,21:10,1,0
0x92e2,MYSRES11DEL02,21-03-2022,20:45,1,2
0x26b3,CHENRES02DEL03,3/4/2022,20:25,1,3
0xb47a,COIMBRES010DEL01,18-03-2022,22:10,2,2
0x2a2e,JAPRES15DEL02,6/3/2022,0.958333333,2,2
0x78f7,CHENRES20DEL03,8/3/2022,21:10,1,0
0x48d1,INDORES15DEL03,2/3/2022,20:20,1,2
0x34a0,COIMBRES13DEL01,16-03-2022,21:20,1,3
0xd6a,PUNERES18DEL01,12/3/2022,19:20,1,2
0xd075,GOARES01DEL03,13-02-2022,23:10,2,1
0x739a,COIMBRES11DEL02,30-03-2022,21:45,1,2
0xb488,COIMBRES18DEL01,2/3/2022,19:15,1,2
0xc86c,BHPRES15DEL03,13-02-2022,22:50,2,3
0x60da,MUMRES18DEL01,4/4/2022,22:55,2,2
0x6794,SURRES19DEL03,1/3/2022,22:25,2,1
0x9171,CHENRES06DEL01,29-03-2022,17:20,3,2
0x90b9,PUNERES010DEL02,3/4/2022,19:30,1,2
0x360e,PUNERES20DEL01,9/3/2022,13:10,0,3
0xcc73,LUDHRES09DEL03,17-02-2022,18:20,3,1
0x5db4,CHENRES18DEL03,19-03-2022,22:20,2,2
0x2f76,PUNERES14DEL02,1/3/2022,11:20,0,0
0xca5a,ALHRES16DEL01,11/2/2022,12:40,0,1
0x1520,HYDRES05DEL01,11/3/2022,10:20,2,0
0x22bd,CHENRES08DEL03,1/3/2022,22:40,2,0
0xc4ab,KNPRES07DEL03,18-02-2022,20:35,1,0
0x9ab9,JAPRES03DEL03,3/4/2022,20:30,1,1
0xc2af,KOCRES04DEL02,18-02-2022,0.958333333,2,1
0xda61,ALHRES18DEL01,18-02-2022,18:20,3,3
0x92fc,SURRES03DEL01,6/3/2022,22:10,2,2
0xc99,SURRES07DEL01,26-03-2022,10:25,2,0
0x7df7,COIMBRES04DEL01,20-03-2022,22:40,2,2
0x38cc,MYSRES07DEL03,27-03-2022,20:10,1,1
0xca70,DEHRES15DEL02,18-02-2022,18:30,3,3
0xd948,KNPRES17DEL01,18-02-2022,18:35,3,2
0x5e5e,BANGRES16DEL03,15-03-2022,22:35,2,1
0x2d4b,SURRES08DEL01,3/3/2022,9:10,2,3
0x58b9,PUNERES02DEL02,29-03-2022,22:20,2,0
0x8712,MUMRES18DEL02,15-03-2022,17:25,3,1
0xdddc,BHPRES14DEL02,13-02-2022,18:40,3,1
0x4346,PUNERES05DEL01,16-03-2022,0.958333333,2,1
0x6344,COIMBRES18DEL02,6/3/2022,20:55,1,2
0x50ca,MYSRES09DEL03,5/4/2022,19:15,1,3
0x6cc0,COIMBRES07DEL03,4/3/2022,22:45,2,2
0x351d,SURRES17DEL01,6/4/2022,22:30,2,0
0x98b,MYSRES14DEL01,10/3/2022,23:45,2,1
0x4cb1,JAPRES09DEL01,6/3/2022,20:40,1,0
0xd8ff,ALHRES17DEL02,11/2/2022,8:10,2,1
0x9191,INDORES11DEL01,2/4/2022,20:40,1,3
0x780,RANCHIRES02DEL03,7/3/2022,19:25,1,0
0xa055,CHENRES18DEL02,5/4/2022,9:45,2,1
0x950c,RANCHIRES15DEL02,2/3/2022,19:45,1,1
0xc3f0,BHPRES16DEL02,11/2/2022,18:20,3,3
0x5ad1,COIMBRES16DEL03,5/3/2022,22:35,2,2
0x411f,RANCHIRES18DEL01,26-03-2022,16:35,3,0
0xb4b4,CHENRES09DEL01,4/3/2022,18:45,3,2
0xa4fd,COIMBRES14DEL01,17-03-2022,8:25,2,3
0xa482,INDORES18DEL03,3/4/2022,20:25,1,0
0x8ed9,SURRES09DEL01,24-03-2022,11:50,0,0
0xa1ca,CHENRES04DEL02,24-03-2022,20:25,1,1
0x45d8,SURRES05DEL02,19-03-2022,9:10,2,3
0x185b,JAPRES03DEL02,2/3/2022,18:30,3,2
0xc66,SURRES11DEL02,6/3/2022,20:50,1,1
0xae5e,INDORES02DEL02,30-03-2022,22:30,2,2
0xa6f,INDORES14DEL02,4/4/2022,20:20,1,1
0x7833,MYSRES13DEL01,14-03-2022,23:35,2,2
0x52ea,SURRES11DEL02,21-03-2022,11:20,0,2
0x26bf,JAPRES02DEL01,30-03-2022,0.5,0,2
0x6b9a,BANGRES04DEL03,1/3/2022,21:20,1,3
0x3df5,JAPRES09DEL01,6/4/2022,17:55,3,3
0x76f0,HYDRES09DEL01,14-03-2022,21:15,1,2
0x5e59,MUMRES07DEL01,13-03-2022,12:25,0,0
0xb80c,PUNERES19DEL01,1/3/2022,14:15,0,1
0xd1c3,KOLRES18DEL02,11/2/2022,8:35,2,3
0x9101,CHENRES04DEL03,1/3/2022,17:40,3,2
0x987c,MYSRES05DEL03,4/4/2022,19:30,1,0
0x48e0,CHENRES06DEL01,1/4/2022,14:50,0,0
0xb5f,CHENRES02DEL01,15-03-2022,12:25,0,0
0xd2dd,DEHRES08DEL02,11/2/2022,20:25,1,2
0xcfe0,BHPRES14DEL03,17-02-2022,18:15,3,1
0xc5a9,BHPRES010DEL01,14-02-2022,21:55,1,0
0x977,SURRES17DEL03,3/3/2022,23:30,2,0
0xc953,BHPRES06DEL03,17-02-2022,17:35,3,3
0x9284,SURRES07DEL02,19-03-2022,9:40,2,3
0x23bb,RANCHIRES19DEL01,5/3/2022,14:15,0,3
0x1c1a,VADRES09DEL01,19-03-2022,14:20,0,3
0x1ed0,HYDRES08DEL02,1/4/2022,10:30,2,0
0xa492,COIMBRES14DEL01,29-03-2022,19:55,1,2
0x12cd,RANCHIRES01DEL02,23-03-2022,0.75,3,0
0x8549,JAPRES04DEL01,25-03-2022,0.75,3,3
0x15e5,BANGRES08DEL01,18-03-2022,20:40,1,2
0x14be,PUNERES05DEL01,7/3/2022,14:50,0,3
0x9d1b,CHENRES02DEL03,11/3/2022,19:35,1,3
0x8732,BANGRES01DEL02,1/4/2022,18:55,3,1
0x1593,CHENRES20DEL02,4/3/2022,19:30,1,1
0x6916,CHENRES05DEL01,10/3/2022,17:15,3,3
0x1f24,INDORES07DEL02,14-03-2022,22:10,2,1
0x5bf8,RANCHIRES010DEL03,25-03-2022,0.833333333,1,1
0xaeca,JAPRES02DEL02,27-03-2022,21:20,1,2
0xa336,CHENRES14DEL02,4/3/2022,23:10,2,2
0x48ff,JAPRES02DEL01,18-03-2022,18:15,3,3
0x276d,RANCHIRES12DEL01,9/3/2022,12:35,0,3
0x7007,SURRES02DEL03,24-03-2022,18:45,3,1
0x3512,COIMBRES09DEL02,31-03-2022,19:30,1,0
0x702a,MYSRES20DEL02,6/3/2022,23:10,2,0
0x5c5f,VADRES18DEL02,8/3/2022,20:25,1,0
0x7d21,JAPRES17DEL03,13-03-2022,19:35,1,3
0x14d2,INDORES18DEL02,20-03-2022,20:45,1,3
0xa07b,BANGRES12DEL03,7/3/2022,23:10,2,0
0x5ef1,SURRES18DEL03,18-03-2022,0.875,1,0
0x8c2f,CHENRES04DEL02,28-03-2022,8:30,2,0
0x8e4f,CHENRES13DEL03,17-03-2022,23:15,2,3
0x8df3,CHENRES01DEL01,6/3/2022,18:50,3,2
0x705f,VADRES03DEL01,11/3/2022,11:35,0,3
0xa985,SURRES08DEL02,31-03-2022,19:35,1,3
0x9e55,VADRES13DEL03,12/3/2022,17:25,3,2
0x7d13,MYSRES010DEL01,13-03-2022,8:30,2,2
0xbc67,INDORES05DEL03,14-03-2022,18:20,3,3
0x7484,MUMRES12DEL01,5/4/2022,8:30,2,2
0x9477,RANCHIRES05DEL01,8/3/2022,23:25,2,2
0x81ca,HYDRES14DEL02,21-03-2022,21:30,1,0
0x8d82,RANCHIRES14DEL03,17-03-2022,21:20,1,3
0x8dad,VADRES010DEL02,14-03-2022,20:25,1,3
0x61f7,VADRES12DEL03,27-03-2022,22:45,2,0
0x7d9e,INDORES12DEL01,14-03-2022,21:50,1,2
0xcf9e,AURGRES010DEL02,12/2/2022,23:25,2,1
0xcdfd,AURGRES06DEL01,13-02-2022,8:15,2,2
0x3a55,MYSRES16DEL02,3/3/2022,22:10,2,1
0xc1a0,LUDHRES07DEL02,12/2/2022,23:55,2,3
0xbe3a,VADRES010DEL03,28-03-2022,22:30,2,3
0xa9d4,INDORES12DEL01,2/3/2022,19:10,1,1
0x9b3b,INDORES08DEL01,9/3/2022,13:15,0,1
0xbb47,RANCHIRES13DEL02,29-03-2022,21:20,1,3
0x5920,RANCHIRES02DEL01,4/3/2022,0.791666667,3,1
0xaae1,RANCHIRES17DEL03,10/3/2022,22:30,2,1
0xa9e6,CHENRES09DEL03,5/4/2022,23:10,2,0
0xb28c,BANGRES13DEL01,31-03-2022,23:50,2,1
0x356e,RANCHIRES09DEL02,11/3/2022,8:50,2,3
0x90c9,INDORES03DEL03,1/4/2022,19:45,1,1
0x2871,MYSRES01DEL02,31-03-2022,0.75,3,2
0xa7f,JAPRES20DEL03,19-03-2022,17:35,3,1
0x1d48,CHENRES16DEL01,4/4/2022,21:40,1,3
0xb86b,BANGRES02DEL01,28-03-2022,13:50,0,0
0xbd21,MUMRES02DEL01,14-03-2022,0.833333333,1,2
0x2592,MYSRES01DEL02,16-03-2022,23:40,2,1
0xd543,KOLRES19DEL02,15-02-2022,21:25,1,2
0x568a,SURRES09DEL01,26-03-2022,9:50,2,1
0x8a68,MUMRES07DEL03,11/3/2022,21:10,1,1
0xd8d7,AURGRES09DEL01,14-02-2022,0.875,1,2
0x52f9,MYSRES14DEL03,25-03-2022,23:20,2,1
0x672f,PUNERES09DEL01,25-03-2022,23:20,2,0
0xc7a1,ALHRES11DEL01,18-02-2022,20:55,1,2
0x27b9,VADRES14DEL03,16-03-2022,19:50,1,1
0x24e1,CHENRES05DEL01,15-03-2022,8:10,2,3
0xacc6,RANCHIRES01DEL02,4/4/2022,21:40,1,3
0x8d0e,BANGRES12DEL03,16-03-2022,19:25,1,0
0xb797,COIMBRES13DEL01,5/3/2022,9:10,2,2
0xa53d,COIMBRES01DEL02,18-03-2022,23:50,2,3
0x5e86,BANGRES20DEL03,5/4/2022,18:10,3,3
0xd5bd,GOARES16DEL02,11/2/2022,19:55,1,2
0xb014,HYDRES19DEL02,2/4/2022,22:25,2,1
0xb2a2,RANCHIRES18DEL02,23-03-2022,17:55,3,0
0x8f22,CHENRES20DEL01,15-03-2022,9:40,2,2
0xabac,HYDRES15DEL02,13-03-2022,20:20,1,1
0x59fd,SURRES19DEL03,15-03-2022,20:50,1,3
0x8062,JAPRES19DEL01,2/4/2022,17:50,3,3
0x4e5b,JAPRES01DEL02,7/3/2022,10:20,2,1
0xdaa7,BHPRES04DEL02,15-02-2022,17:50,3,1
0x3b26,MYSRES05DEL02,27-03-2022,17:45,3,3
0x2ea5,MUMRES13DEL01,24-03-2022,8:15,2,1
0xdb53,ALHRES13DEL01,16-02-2022,20:25,1,1
0xae45,RANCHIRES20DEL03,7/3/2022,19:45,1,2
0x7479,HYDRES13DEL01,6/4/2022,1,2,1
0x3224,COIMBRES03DEL02,30-03-2022,9:25,2,1
0xd043,DEHRES08DEL03,15-02-2022,20:15,1,3
0x6792,VADRES14DEL01,27-03-2022,19:25,1,2
0x5446,MUMRES11DEL03,5/3/2022,20:15,1,2
0x6541,SURRES09DEL02,12/3/2022,20:30,1,2
0xdf98,GOARES19DEL02,18-02-2022,18:45,3,0
0xcfe6,KNPRES07DEL02,12/2/2022,18:15,3,0
0x34f5,INDORES07DEL02,5/3/2022,0.75,3,1
0x56cd,MYSRES17DEL01,14-03-2022,17:30,3,0
0x1f39,JAPRES16DEL01,1/4/2022,8:15,2,1
0xda04,LUDHRES08DEL02,11/2/2022,11:20,0,2
0x96cb,CHENRES11DEL02,1/4/2022,17:50,3,1
0x1ad8,RANCHIRES13DEL03,9/3/2022,19:20,1,2
0x9c86,VADRES19DEL01,30-03-2022,13:40,0,1
0x8509,INDORES18DEL02,2/3/2022,18:15,3,1
0x5a21,BANGRES07DEL02,15-03-2022,22:30,2,0
0x8a94,SURRES17DEL03,1/3/2022,21:35,1,2
0xb19b,MYSRES11DEL01,18-03-2022,19:50,1,2
0xa2c8,INDORES19DEL01,21-03-2022,0.708333333,3,0
0xdfdd,DEHRES13DEL01,18-02-2022,18:40,3,0
0x6982,HYDRES03DEL02,27-03-2022,0.875,1,3
0x53b9,INDORES14DEL01,11/3/2022,14:45,0,1
0x4c77,RANCHIRES15DEL02,29-03-2022,20:55,1,1
0xb7c4,SURRES15DEL03,28-03-2022,20:45,1,0
0xde0d,AGRRES16DEL01,15-02-2022,8:45,2,0
0x145e,SURRES05DEL03,30-03-2022,18:25,3,3
0x8e75,PUNERES15DEL01,5/4/2022,10:55,2,0
0x6fa5,VADRES09DEL02,2/4/2022,21:15,1,3
0x2469,HYDRES07DEL03,25-03-2022,23:20,2,0
0x658d,INDORES09DEL03,29-03-2022,19:55,1,3
0x5da9,COIMBRES12DEL02,1/4/2022,0.458333333,2,0
0x3c58,MYSRES010DEL03,1/4/2022,23:45,2,2
0xa50d,SURRES13DEL03,1/4/2022,19:20,1,3
0x7361,BANGRES16DEL02,4/4/2022,18:15,3,2
0x2b9e,VADRES06DEL01,15-03-2022,11:45,0,3
0x9a6f,BANGRES08DEL02,19-03-2022,8:10,2,3
0xb88b,COIMBRES05DEL02,6/3/2022,21:20,1,0
0x4e8a,BANGRES18DEL02,9/3/2022,9:50,2,3
0xa439,HYDRES05DEL02,27-03-2022,21:40,1,0
0xe93,HYDRES01DEL01,31-03-2022,20:35,1,3
0x8150,PUNERES17DEL03,31-03-2022,18:40,3,2
0xe3e,HYDRES03DEL03,17-03-2022,22:20,2,3
0xaad0,VADRES01DEL03,19-03-2022,21:40,1,2
0x6cac,HYDRES19DEL01,12/3/2022,23:15,2,0
0x7ba2,PUNERES20DEL01,30-03-2022,11:40,0,2
0xbbd9,CHENRES03DEL01,19-03-2022,12:20,0,2
0x5eb2,VADRES19DEL01,26-03-2022,0.583333333,0,3
0xbad5,BANGRES010DEL02,1/4/2022,18:10,3,1
0x8500,JAPRES04DEL01,21-03-2022,15:15,3,2
0x8489,BANGRES16DEL02,21-03-2022,19:15,1,3
0x51bf,PUNERES14DEL03,28-03-2022,18:15,3,1
0x8dd0,CHENRES13DEL03,21-03-2022,0.833333333,1,2
0xddcc,KNPRES20DEL02,12/2/2022,19:40,1,1
0xa89,PUNERES05DEL02,26-03-2022,21:20,1,1
0xa976,MYSRES16DEL03,4/3/2022,0.75,3,0
0xcb5e,LUDHRES01DEL03,12/2/2022,21:55,1,0
0x864a,RANCHIRES01DEL02,2/4/2022,21:45,1,3
0x243a,COIMBRES07DEL02,16-03-2022,19:15,1,2
0xdeb1,KOCRES20DEL02,11/2/2022,23:25,2,2
0x7ca,RANCHIRES11DEL02,27-03-2022,22:35,2,2
0x2448,PUNERES08DEL01,21-03-2022,9:50,2,3
0xd2f9,AURGRES15DEL03,11/2/2022,17:35,3,2
0xb7b5,VADRES15DEL01,28-03-2022,10:15,2,3
0x4782,JAPRES03DEL03,27-03-2022,0.75,3,0
0x551c,INDORES09DEL03,4/3/2022,23:15,2,0
0x49a8,JAPRES010DEL03,26-03-2022,20:45,1,2
0x143d,CHENRES03DEL01,12/3/2022,22:45,2,2
0x1d00,VADRES11DEL03,24-03-2022,19:50,1,1
0x6c7d,PUNERES15DEL01,3/3/2022,13:45,0,1
0x455f,RANCHIRES13DEL03,21-03-2022,19:30,1,2
0x14a0,CHENRES03DEL01,3/4/2022,13:50,0,3
0xd479,KOLRES18DEL01,15-02-2022,8:35,2,1
0xcff3,KOCRES17DEL02,18-02-2022,21:45,1,1
0xcb39,AURGRES06DEL01,17-02-2022,12:20,0,2
0x7cae,PUNERES07DEL03,30-03-2022,22:40,2,1
0xb9c9,VADRES01DEL02,2/4/2022,22:15,2,3
0xd27e,ALHRES16DEL02,17-02-2022,8:10,2,2
0x3b36,CHENRES18DEL02,14-03-2022,0.75,3,2
0x5dd4,MYSRES02DEL01,29-03-2022,0.791666667,3,3
0x31a4,JAPRES09DEL02,18-03-2022,21:20,1,3
0x8395,HYDRES07DEL02,1/4/2022,8:15,2,1
0x3f47,HYDRES13DEL02,2/4/2022,18:35,3,3
0x1f9a,SURRES19DEL03,6/4/2022,22:10,2,1
0xb2fc,RANCHIRES11DEL01,21-03-2022,15:45,3,1
0x3df9,COIMBRES12DEL03,6/3/2022,18:50,3,2
0x21e0,PUNERES16DEL03,11/3/2022,0.958333333,2,3
0x1198,BANGRES06DEL02,24-03-2022,11:20,0,1
0xe0f0,AURGRES09DEL03,16-02-2022,20:30,1,1
0x54d1,SURRES09DEL02,11/3/2022,10:30,2,0
0xaead,RANCHIRES19DEL01,10/3/2022,19:35,1,0
0x4af4,VADRES09DEL01,25-03-2022,19:20,1,1
0x6c20,VADRES13DEL03,7/3/2022,0.916666667,1,0
0xc5de,KOCRES19DEL03,14-02-2022,23:20,2,3
0x990,CHENRES06DEL01,19-03-2022,14:10,0,1
0x3edd,COIMBRES04DEL02,27-03-2022,0.75,3,0
0x3617,JAPRES16DEL01,30-03-2022,10:25,2,0
0x3112,SURRES06DEL02,12/3/2022,22:50,2,1
0xc493,LUDHRES16DEL02,12/2/2022,22:20,2,1
0xbfc6,KNPRES16DEL01,15-02-2022,8:45,2,2
0x5ec4,JAPRES04DEL02,30-03-2022,9:25,2,2
0x9d2a,CHENRES08DEL01,7/3/2022,9:45,2,1
0xd697,DEHRES13DEL02,18-02-2022,17:25,3,3
0x41e8,PUNERES18DEL01,17-03-2022,9:35,2,2
0xcf31,KNPRES20DEL02,17-02-2022,0.375,2,2
0x7fce,JAPRES07DEL02,27-03-2022,22:45,2,1
0x8e72,COIMBRES16DEL01,9/3/2022,8:20,2,0
0x2d16,RANCHIRES010DEL03,28-03-2022,19:10,1,1
0x386b,SURRES08DEL01,5/4/2022,16:35,3,1
0x4d62,JAPRES12DEL01,4/4/2022,19:45,1,1
0x4f27,MYSRES02DEL01,8/3/2022,18:10,3,1
0x6848,HYDRES17DEL02,16-03-2022,20:20,1,1
0xd062,KOLRES11DEL01,13-02-2022,12:20,0,3
0x11b1,RANCHIRES05DEL02,18-03-2022,0.958333333,2,2
0x3350,BANGRES19DEL01,31-03-2022,23:15,2,2
0xcc9a,AGRRES18DEL01,13-02-2022,12:10,0,2
0xa43b,BANGRES01DEL03,13-03-2022,18:30,3,2
0xd619,KOLRES19DEL02,17-02-2022,22:20,2,3
0x9b25,COIMBRES18DEL01,12/3/2022,22:25,2,3
0x3417,MYSRES03DEL03,7/3/2022,17:15,3,2
0x532f,MYSRES06DEL03,2/3/2022,23:10,2,1
0xa242,VADRES06DEL03,16-03-2022,23:30,2,3
0xc217,ALHRES13DEL01,14-02-2022,22:35,2,3
0x54f5,VADRES08DEL03,5/3/2022,18:50,3,2
0x2d6e,PUNERES17DEL01,30-03-2022,8:10,2,2
0x620f,CHENRES06DEL02,2/3/2022,18:20,3,1
0x5b61,COIMBRES18DEL01,4/4/2022,19:45,1,3
0x91e4,VADRES11DEL02,12/3/2022,18:55,3,2
0x2466,JAPRES15DEL02,29-03-2022,20:30,1,1
0xb746,SURRES15DEL03,11/3/2022,20:35,1,0
0x8ae6,RANCHIRES07DEL02,7/3/2022,21:40,1,2
0x8440,MUMRES12DEL01,29-03-2022,17:10,3,2
0x19e9,INDORES03DEL03,31-03-2022,0.916666667,1,0
0x9f83,PUNERES11DEL01,21-03-2022,11:15,0,0
0x109d,SURRES11DEL02,6/4/2022,21:10,1,1
0x3322,INDORES18DEL01,27-03-2022,17:40,3,2
0x27d2,HYDRES17DEL01,6/3/2022,21:15,1,3
0x2cbd,COIMBRES06DEL03,18-03-2022,20:35,1,2
0x6f22,MUMRES13DEL02,21-03-2022,9:15,2,2
0x11bb,VADRES08DEL03,9/3/2022,17:55,3,3
0x9bf3,MYSRES11DEL02,1/3/2022,0.375,2,0
0x2eaa,JAPRES11DEL03,19-03-2022,21:45,1,1
0xe44,MYSRES13DEL02,29-03-2022,20:40,1,1
0x4ec5,SURRES19DEL01,30-03-2022,12:35,0,3
0xac23,PUNERES12DEL01,6/3/2022,20:15,1,0
0x83ab,CHENRES19DEL03,25-03-2022,19:45,1,1
0x46a6,SURRES11DEL03,5/3/2022,17:45,3,2
0x832a,MYSRES20DEL01,31-03-2022,17:45,3,0
0x10c2,MYSRES14DEL03,26-03-2022,0.833333333,1,0
0x8efd,PUNERES01DEL03,6/3/2022,22:35,2,0
0x8918,HYDRES09DEL02,5/3/2022,8:30,2,2
0x6f32,HYDRES20DEL03,25-03-2022,18:10,3,3
0x18a4,COIMBRES08DEL02,16-03-2022,17:55,3,3
0xc41b,ALHRES13DEL01,11/2/2022,11:55,0,1
0x9335,CHENRES15DEL03,28-03-2022,21:15,1,3
0x14f2,CHENRES18DEL02,6/3/2022,21:40,1,0
0xdec5,KOCRES03DEL01,15-02-2022,8:10,2,2
0x323f,SURRES08DEL02,15-03-2022,9:25,2,0
0x71ca,HYDRES06DEL02,30-03-2022,8:30,2,3
0xc691,LUDHRES18DEL02,17-02-2022,20:50,1,0
0x1ef5,CHENRES13DEL03,5/3/2022,22:35,2,0
0xd9bb,DEHRES05DEL02,12/2/2022,22:45,2,1
0x6c29,RANCHIRES19DEL01,27-03-2022,21:45,1,2
0x920c,JAPRES14DEL02,2/3/2022,21:45,1,0
0x9428,SURRES20DEL01,15-03-2022,14:25,0,3
0x6285,INDORES14DEL01,27-03-2022,22:10,2,0
0x40f9,PUNERES07DEL01,5/3/2022,9:25,2,3
0xc6b0,DEHRES14DEL01,18-02-2022,18:20,3,3
0x1c10,BANGRES16DEL03,3/3/2022,17:45,3,1
0x393d,CHENRES15DEL01,27-03-2022,21:50,1,3
0x9844,MYSRES06DEL01,10/3/2022,20:35,1,0
0xdb65,KNPRES16DEL01,16-02-2022,18:20,3,0
0x8c9b,CHENRES17DEL01,25-03-2022,17:55,3,2
0x4704,CHENRES04DEL02,20-03-2022,18:35,3,0
0xc57e,ALHRES02DEL02,12/2/2022,17:40,3,1
0xc1c2,GOARES010DEL03,16-02-2022,23:40,2,2
0x30f7,SURRES09DEL02,25-03-2022,21:25,1,0
0x5f34,INDORES01DEL03,11/3/2022,19:50,1,0
0xf3c,SURRES13DEL01,14-03-2022,22:50,2,2
